Entity1,Relation,Entity2
3263,演员,5398
1905,语言,124
2395,类型,14
3246,演员,3873
3782,编剧,619
2095,类型,5
643,类型,27
1710,编剧,16720
232,演员,9126
838,演员,16750
910,演员,7231
1104,类型,18
2347,类型,22
3156,导演,12217
3234,演员,21827
334,演员,1662
156,演员,12244
539,上映地区,40
1909,导演,16237
2676,演员,22361
97,编剧,8399
3144,演员,21519
3704,演员,2640
3899,类型,5
1731,演员,14168
3171,导演,10042
756,类型,17
2086,演员,13168
4069,演员,9033
846,演员,11027
3498,演员,4829
170,上映地区,45
979,上映地区,29
1678,类型,18
94,导演,21976
2564,上映时间,64
4029,演员,21627
329,演员,11816
2436,演员,5494
4569,类型,19
509,演员,17541
3163,编剧,15210
1708,上映时间,92
1674,演员,13580
1045,上映地区,58
2013,导演,3553
1011,演员,1231
1173,导演,7842
1361,演员,5282
4340,演员,4718
4564,编剧,9802
1388,编剧,70
3593,演员,17213
394,演员,14975
3122,演员,7185
2893,导演,205
739,类型,17
3413,类型,5
1636,演员,3985
1110,演员,7211
1383,类型,15
439,类型,8
3405,语言,100
3898,演员,9138
309,演员,21859
3250,语言,144
45,演员,10396
740,演员,7717
811,导演,12852
1413,上映时间,89
4108,演员,7849
852,类型,7
2071,演员,4739
33,演员,1023
3518,导演,3925
3987,类型,5
2127,导演,1480
3134,导演,12730
339,演员,7474
844,类型,17
3802,演员,14005
1105,上映时间,90
4265,编剧,3213
218,上映时间,93
4574,语言,45
2536,演员,9626
3670,演员,19208
343,编剧,6403
518,类型,22
176,导演,22
1949,上映地区,28
3718,编剧,1166
1036,编剧,3632
773,导演,19882
2030,演员,11250
4417,上映时间,66
2807,演员,10788
3142,演员,14217
892,导演,13533
3222,语言,45
3380,语言,110
516,编剧,15199
2434,演员,11434
2819,演员,22456
2220,编剧,17267
633,演员,18898
3962,语言,100
3459,上映地区,45
2092,演员,4104
136,演员,11094
2956,演员,14804
510,演员,3005
3493,语言,100
4557,语言,45
470,导演,17260
505,编剧,3207
127,类型,5
919,编剧,429
2929,编剧,1240
4519,演员,13771
823,类型,5
4454,演员,18095
734,编剧,14280
1943,编剧,13524
157,演员,3693
993,演员,9033
1041,类型,16
3051,编剧,12732
3768,演员,18701
2021,演员,9691
1654,演员,6014
937,上映地区,29
1289,编剧,1744
3621,演员,18556
396,演员,21603
1229,上映地区,48
1833,演员,1711
3745,编剧,2852
1438,导演,18686
506,演员,6579
3126,演员,21397
184,类型,13
1181,上映地区,56
1266,演员,18588
2667,上映时间,90
3310,语言,45
3375,演员,18242
1362,上映时间,78
3513,演员,7813
3137,类型,8
806,类型,5
1441,演员,8274
243,编剧,19920
3752,演员,9508
4215,类型,26
4093,类型,15
4471,上映时间,90
1970,演员,21608
201,演员,2582
3751,演员,18701
3915,导演,904
136,导演,21974
959,演员,11127
2713,编剧,1815
215,类型,5
925,演员,22084
511,演员,13929
3667,语言,62
4000,编剧,13524
3200,语言,154
3474,编剧,3918
2506,演员,15046
3293,语言,45
1494,上映地区,29
3651,导演,7140
3016,类型,18
255,编剧,12498
4076,类型,15
1863,类型,18
678,上映地区,59
380,演员,22367
3901,上映时间,33
2968,类型,26
3224,上映时间,90
3672,导演,18987
4416,演员,1868
2897,演员,13683
2534,演员,8513
2832,演员,14846
1312,编剧,15514
3054,演员,5581
3968,演员,10524
947,演员,1323
3853,导演,2519
1961,演员,19857
3300,演员,3980
190,类型,15
1961,语言,144
3882,上映地区,40
2534,演员,5480
3667,演员,10484
4073,演员,19620
3368,演员,1293
644,编剧,18015
2922,演员,817
1699,上映地区,7
76,演员,22549
261,上映地区,45
2566,演员,9111
3881,类型,17
2951,类型,26
295,语言,100
915,演员,9914
3444,导演,596
1585,演员,13517
928,演员,13488
2546,上映时间,76
429,演员,6181
2159,语言,35
373,导演,6921
2903,演员,21286
3112,类型,8
1108,上映地区,7
3888,演员,2127
2542,演员,9556
807,演员,22762
835,上映地区,45
3521,演员,18311
877,类型,5
3112,演员,8458
3661,上映地区,45
1944,语言,144
936,演员,15345
1133,演员,15560
3986,类型,17
2060,类型,17
3973,类型,5
2959,演员,1999
445,演员,14411
2860,类型,7
1464,语言,45
4210,上映地区,31
244,上映地区,45
1550,演员,8757
471,导演,16088
4016,上映时间,91
225,演员,9010
4235,上映地区,45
1213,上映地区,7
3682,演员,9598
737,演员,2160
792,演员,10011
1088,演员,13233
1700,演员,18311
3756,类型,22
2786,上映时间,91
3342,演员,16912
4066,演员,14564
2178,演员,5096
4007,编剧,14192
3523,演员,16073
270,语言,110
408,演员,9394
818,上映地区,45
1865,类型,8
578,导演,19378
2546,演员,22184
339,类型,22
3951,演员,145
3544,演员,3037
2733,演员,11219
3183,编剧,7797
1000,演员,15057
697,语言,144
3861,类型,22
4345,编剧,18767
724,演员,13469
4037,演员,13273
3188,演员,6814
3151,演员,13690
1726,上映时间,91
1881,演员,6889
227,上映地区,45
1735,类型,18
3981,演员,21223
4218,上映地区,45
459,编剧,15229
3739,类型,22
1734,演员,9552
921,演员,15787
1266,类型,18
2980,演员,11163
2852,类型,7
926,类型,7
3375,上映地区,28
2148,类型,17
3417,编剧,2650
686,演员,1430
2686,演员,15580
2036,编剧,17622
87,上映时间,94
2590,演员,20262
1983,演员,364
4548,演员,11495
4313,演员,18830
3617,语言,45
3552,类型,3
1127,演员,22084
2565,演员,14466
1379,类型,8
895,演员,4453
2710,编剧,6862
2036,上映地区,40
2261,类型,7
1430,语言,45
3949,上映地区,28
842,编剧,18040
1275,语言,89
1031,类型,7
200,语言,45
720,导演,1548
3026,语言,45
4253,上映地区,33
3842,演员,7434
1253,演员,3945
2945,导演,9605
600,演员,18991
1831,类型,8
1849,演员,14531
70,上映时间,94
2440,编剧,12655
2737,演员,20033
17,演员,3694
901,类型,17
1057,编剧,21708
2871,演员,19987
3578,编剧,12255
3600,语言,45
315,上映地区,45
1204,演员,22915
4306,上映地区,45
4388,语言,92
2913,导演,3880
142,演员,10805
2883,导演,18040
3221,演员,8762
3329,演员,15691
686,演员,6102
4144,演员,11268
57,演员,4282
183,语言,45
696,编剧,18670
1014,类型,7
1796,编剧,22641
1936,类型,8
10,类型,8
3078,导演,4051
3070,演员,3724
3660,演员,7057
292,编剧,10757
2818,类型,7
413,演员,9523
4366,编剧,4899
1689,演员,17532
4295,演员,7815
308,演员,1013
1748,演员,6894
1216,语言,123
1730,演员,19315
780,类型,27
1036,上映时间,91
1987,演员,18977
2953,演员,14858
1363,语言,89
3583,语言,45
3836,演员,2056
2484,类型,22
2740,上映时间,86
158,导演,9967
3284,演员,16747
4156,演员,1019
571,演员,4865
355,演员,12493
3510,演员,16377
237,演员,5661
1645,演员,2787
1972,演员,5298
3824,演员,12634
3880,类型,18
2236,导演,4445
1653,演员,20123
228,演员,21280
1113,演员,7425
1631,演员,8609
1993,演员,4858
3644,语言,1
4090,语言,124
2215,类型,5
289,类型,5
3070,演员,21228
2030,演员,809
2,类型,8
2135,演员,14601
1440,演员,10864
1102,类型,7
1921,演员,21176
1984,编剧,948
4023,演员,8039
98,类型,8
1431,演员,16684
971,导演,857
3678,演员,13079
876,类型,17
3126,编剧,8043
1045,演员,3322
3643,演员,13042
4268,上映地区,33
1963,演员,22431
949,演员,6705
76,演员,8241
1821,演员,22487
3173,编剧,21775
3631,演员,10085
3638,语言,100
1826,编剧,21037
1468,类型,18
1912,编剧,16862
554,演员,15603
1642,演员,20149
382,上映地区,33
2415,导演,11230
581,演员,8453
3495,演员,2118
2644,演员,8752
4300,语言,124
4443,演员,4004
1798,演员,17486
254,演员,12561
2964,类型,19
3142,编剧,6632
334,上映地区,41
3309,演员,11744
4237,演员,18059
285,导演,14439
1875,编剧,18817
4316,编剧,587
4368,类型,5
2155,类型,8
2994,上映时间,93
3288,演员,17051
2594,导演,13137
3377,类型,18
2668,导演,313
2031,演员,22666
3206,演员,21806
639,上映地区,45
1005,演员,7591
3542,上映时间,77
114,演员,19475
2225,上映时间,84
4504,演员,19637
357,编剧,13108
2807,编剧,5273
618,演员,22114
2655,类型,0
3033,上映时间,75
3130,类型,26
1664,类型,13
571,演员,2905
2126,演员,6060
4351,类型,5
3183,演员,5693
2977,上映时间,93
823,演员,13074
2597,演员,9299
2998,演员,11818
103,演员,17282
622,上映地区,45
3111,演员,7280
3863,演员,16708
1580,演员,8181
946,演员,17074
3565,导演,21471
3791,语言,98
3477,演员,18430
1154,编剧,871
294,导演,20646
1566,演员,2658
3703,演员,12943
4182,演员,15819
2279,演员,18325
1210,演员,20987
3418,演员,17175
3765,编剧,16460
1086,演员,5033
3491,类型,7
1438,编剧,355
3311,导演,13088
1688,演员,2110
3224,演员,17069
4230,类型,15
4558,演员,16631
4546,演员,16118
1259,演员,2923
2826,编剧,22289
2930,编剧,10945
1849,演员,21915
831,演员,4904
3053,演员,12098
406,上映地区,45
1334,上映时间,51
4046,编剧,2767
3147,语言,33
4502,导演,4862
3008,编剧,9989
1459,演员,1186
1539,演员,12036
93,编剧,13466
2152,类型,0
2374,演员,10707
4,语言,45
1079,演员,10942
68,演员,9321
2865,导演,11272
4586,编剧,5441
197,演员,20742
1258,演员,576
1293,演员,6440
4213,类型,15
1812,导演,12718
1944,演员,6972
2940,语言,100
3178,上映时间,83
3861,演员,15236
4131,类型,17
4525,演员,15167
2589,演员,14567
4083,导演,17686
1024,演员,10210
1609,语言,45
1810,类型,25
3835,演员,519
4576,上映地区,64
4535,编剧,18522
1115,演员,17570
1858,演员,18676
1233,演员,20794
2292,演员,20538
48,导演,14245
2470,上映时间,81
1721,演员,9918
2159,上映地区,58
1678,演员,6508
3826,演员,9722
1106,演员,12278
4196,类型,15
4295,演员,13105
2611,编剧,1759
4306,编剧,3103
720,演员,6830
2733,演员,17582
2923,语言,100
4448,编剧,15290
706,演员,14893
3888,类型,16
2125,演员,13838
3727,导演,902
4124,上映地区,40
2423,类型,7
1592,语言,45
284,类型,18
1557,上映时间,66
3784,上映地区,29
2167,编剧,16475
1782,演员,16482
1968,演员,4002
3646,演员,6073
3315,上映地区,29
2002,演员,19412
3531,演员,4467
633,语言,100
2528,类型,7
2537,演员,2637
3327,上映时间,90
595,演员,13251
1789,演员,5457
3236,演员,5234
1410,编剧,11694
2588,类型,10
3871,类型,16
2127,演员,11247
3835,编剧,17311
3060,演员,6849
2005,演员,15208
797,导演,5399
539,演员,11785
511,语言,100
2151,上映地区,58
2951,演员,11910
267,类型,18
3689,类型,13
290,演员,7181
2282,语言,144
2610,演员,9394
613,编剧,9944
2908,演员,18535
4284,类型,15
221,演员,4949
1740,演员,17102
2510,演员,16936
3140,上映时间,71
337,上映时间,94
3390,演员,16621
1389,演员,18625
3358,演员,2787
3108,演员,11163
3432,上映时间,90
3734,演员,9106
2067,演员,16377
1269,导演,17391
215,上映时间,94
458,语言,35
659,类型,15
1771,演员,8459
3652,语言,154
3455,编剧,9667
554,演员,20893
4382,编剧,18203
1944,编剧,11467
4451,上映地区,45
1937,导演,14486
3596,演员,2916
541,演员,7295
35,演员,14407
1752,演员,21937
2134,上映地区,58
1477,上映地区,29
481,演员,2051
1261,演员,12132
2232,演员,19356
2346,类型,13
1261,演员,5716
2660,演员,17758
281,演员,16970
1359,演员,14123
1190,语言,100
2987,演员,3818
532,演员,12762
1055,类型,17
3306,导演,2192
3616,演员,3769
661,上映地区,59
197,演员,473
1750,演员,153
3220,类型,22
2576,类型,5
642,演员,17160
4086,上映地区,28
2051,上映地区,29
3681,类型,13
461,演员,18908
1704,上映地区,59
4378,上映地区,47
750,演员,12402
198,上映时间,94
2494,类型,7
1829,演员,7717
3865,演员,14385
3978,演员,8127
2074,演员,18534
310,编剧,8638
1034,语言,124
1850,演员,3541
3035,编剧,21608
3830,演员,11540
4560,演员,16977
2117,上映地区,58
2255,演员,7337
4196,导演,6267
1959,导演,19183
3617,演员,6253
1142,类型,7
2940,演员,6310
646,演员,5437
3468,演员,15419
1366,语言,175
1590,编剧,15301
2459,演员,14465
3203,类型,22
3964,类型,22
4025,类型,18
830,编剧,19860
3664,类型,13
1112,演员,895
4248,演员,13786
370,演员,1169
2734,类型,22
2337,演员,14465
1836,编剧,4840
2922,编剧,21608
924,演员,1051
2780,演员,18407
4438,类型,17
147,类型,8
2999,演员,15270
1247,类型,7
4128,上映时间,50
1973,演员,8453
1698,演员,13887
3434,类型,18
788,导演,13629
1330,演员,1289
162,演员,5518
1298,演员,8423
2074,语言,110
2464,上映时间,87
3684,导演,12686
2598,导演,14634
3912,演员,2803
3490,上映时间,78
4564,演员,12609
1650,演员,6725
3720,语言,45
1943,类型,18
4426,上映地区,45
4386,上映时间,93
49,演员,5333
4008,类型,18
2592,演员,3051
2518,导演,11139
722,语言,110
3647,类型,13
1011,导演,21215
17,演员,19401
3539,类型,18
2078,语言,74
1,演员,8694
4305,语言,144
686,上映时间,81
2758,导演,7388
1798,演员,10078
3182,导演,11447
1426,类型,26
3074,上映地区,45
3149,导演,2278
23,演员,415
196,演员,2266
1808,演员,18635
4302,演员,15904
3825,语言,45
1878,演员,1680
1899,语言,45
788,演员,604
3291,类型,22
3369,上映时间,88
1175,演员,14347
214,演员,5279
66,演员,21524
210,上映地区,45
363,演员,21188
896,类型,22
3785,导演,10069
974,上映时间,88
1815,演员,3638
2059,编剧,6545
1074,上映时间,93
3630,类型,13
1809,编剧,20230
504,编剧,19252
3522,类型,18
683,编剧,22472
100,演员,21658
2004,语言,45
2860,导演,4246
3955,编剧,21106
784,上映地区,45
187,类型,16
1367,上映地区,66
94,演员,17435
2517,演员,10717
3056,演员,10330
4140,演员,15851
4556,上映时间,91
1109,类型,17
5,类型,13
3808,语言,45
4209,上映地区,14
2849,演员,16609
401,导演,2817
2987,演员,12596
3635,类型,8
3692,演员,7177
363,演员,12678
3356,演员,3142
3950,编剧,20680
1413,语言,45
1584,上映地区,46
3246,演员,3446
2262,演员,10941
4521,演员,14457
752,语言,50
1035,演员,16948
879,类型,22
3987,演员,19945
984,上映地区,28
2883,上映时间,88
1521,演员,4241
3165,演员,7117
4558,演员,8873
368,演员,4594
218,类型,8
4108,演员,18026
3535,演员,6739
586,演员,13273
822,演员,8443
2435,上映时间,82
3281,演员,10249
1987,语言,45
2938,编剧,11831
2547,编剧,15042
3971,演员,9268
767,上映地区,45
1668,演员,21176
157,演员,18058
1764,演员,10078
2566,演员,3744
1177,演员,17242
419,演员,9253
3791,语言,45
3922,演员,5607
654,演员,16413
3306,演员,6051
4426,演员,16352
940,演员,15625
1544,演员,7306
166,语言,45
243,编剧,14098
1061,编剧,18471
3270,类型,7
4232,演员,6976
1036,演员,12427
2913,演员,8036
4375,类型,15
225,导演,17018
3465,演员,1999
4069,演员,6512
3728,编剧,10451
2162,类型,18
1150,导演,5639
1639,演员,4256
1970,语言,45
2418,上映时间,82
4155,上映地区,70
750,上映地区,45
797,演员,8453
871,类型,22
2336,上映时间,84
2936,类型,22
1585,编剧,10821
2551,演员,247
1780,类型,11
4488,类型,5
4291,导演,8373
1163,导演,928
4546,演员,10588
96,导演,11026
4513,演员,1419
3143,导演,6483
4480,类型,15
3977,演员,12303
2267,类型,18
121,演员,4784
341,类型,18
149,语言,45
2639,演员,5374
441,类型,23
73,导演,8897
4358,类型,15
118,编剧,18075
2145,类型,18
3005,演员,20688
2277,演员,22277
3067,类型,19
3472,演员,6408
1676,类型,18
723,语言,45
2824,演员,12431
3213,演员,10626
1393,演员,4113
1715,演员,2612
3946,上映地区,29
2719,类型,18
3480,演员,11265
588,演员,1242
2978,演员,22508
2550,类型,27
3241,类型,5
1919,演员,17102
3641,类型,19
4546,演员,18293
132,语言,45
3130,上映地区,59
816,演员,1674
991,编剧,3686
4341,类型,15
1141,上映时间,78
3024,类型,22
2650,类型,5
1198,类型,27
3063,演员,14284
4051,上映地区,29
3168,演员,5266
706,语言,45
1782,编剧,4225
1860,编剧,4582
3265,演员,19657
1368,演员,2639
4183,语言,176
1983,演员,8179
2996,导演,986
92,演员,17261
643,演员,583
1351,类型,19
4018,导演,1190
4446,类型,15
2124,编剧,18321
1013,编剧,15005
3202,编剧,15474
2233,类型,18
273,演员,13568
1142,演员,21661
2178,演员,15139
1344,编剧,9168
3113,上映地区,59
3918,演员,6860
276,演员,2009
360,演员,8482
3277,编剧,9683
229,演员,3947
464,上映地区,7
2644,演员,11761
3007,类型,22
1851,导演,4840
778,语言,100
748,导演,9471
4034,上映地区,29
3481,编剧,15768
2296,上映地区,58
451,导演,3155
1652,演员,9242
590,上映时间,89
1545,语言,175
3443,上映地区,29
3638,编剧,12846
529,导演,4451
644,编剧,12916
986,类型,18
2569,演员,2637
4500,上映地区,45
340,演员,7592
4017,上映地区,29
2347,演员,2806
4031,上映地区,45
903,演员,15970
2339,演员,15648
419,演员,21764
1188,上映地区,66
1622,上映地区,29
280,演员,1024
395,类型,18
2279,上映地区,58
1786,演员,5995
389,演员,9704
3201,上映地区,59
3439,演员,5859
3891,演员,21694
419,演员,6488
764,演员,16754
1369,演员,8075
1998,编剧,15626
2717,演员,12227
2925,编剧,13020
3945,上映时间,14
1506,演员,1204
4420,上映时间,40
4264,上映时间,80
3826,类型,13
3054,演员,5154
715,演员,2513
3943,演员,17133
430,上映地区,7
1613,类型,16
3413,演员,15436
4483,上映地区,45
2384,上映地区,58
458,上映地区,58
1968,演员,22742
832,语言,124
1887,导演,18096
2647,演员,10520
3856,上映时间,87
4014,上映地区,45
3493,演员,4594
572,演员,5365
2262,上映地区,58
1728,演员,1768
2898,演员,3868
2187,类型,16
1470,导演,928
1114,编剧,10997
515,演员,6646
352,上映时间,94
2683,演员,10938
2716,演员,859
2831,演员,14516
3584,演员,15869
297,演员,16434
3690,演员,9356
3702,编剧,18044
3882,语言,45
27,演员,15653
4040,语言,110
1750,演员,14221
3742,演员,20481
917,演员,15406
509,语言,89
3598,演员,11764
4119,上映地区,45
4033,演员,13478
4264,演员,22188
257,演员,16752
2367,上映地区,58
4466,上映地区,45
623,语言,110
4456,语言,45
2163,演员,5905
3556,演员,7661
602,演员,18158
4351,演员,106
2121,演员,21804
157,演员,16932
3987,语言,45
2245,上映地区,58
3848,演员,13743
3232,演员,14941
1787,编剧,20195
3403,演员,14435
1244,导演,5805
2015,演员,2300
1129,演员,2717
1776,上映地区,58
3865,语言,45
491,演员,15577
364,演员,10075
4543,编剧,2626
320,演员,7223
2889,编剧,6320
3396,语言,45
591,编剧,9013
3903,上映时间,24
990,演员,22513
1839,演员,4453
4102,上映地区,45
3748,上映时间,68
351,演员,13856
3221,演员,8201
1672,演员,18715
1279,类型,7
2138,演员,4431
2350,上映地区,58
4439,语言,45
1124,演员,22114
4450,语言,144
4065,演员,8599
1349,演员,15267
3312,编剧,9567
3970,语言,45
3019,编剧,21185
1753,类型,2
193,演员,9594
3127,上映时间,86
3554,上映地区,40
2273,编剧,2597
4091,演员,11423
4341,演员,19441
92,上映时间,93
2815,导演,12820
3390,演员,8542
3848,语言,45
1268,演员,7015
2315,演员,13750
2248,演员,11802
36,导演,8820
562,类型,11
1384,类型,7
2157,语言,35
2891,演员,12550
1416,演员,14212
3242,演员,14763
2148,导演,10835
634,演员,9701
2942,演员,21170
3324,上映地区,45
3449,类型,7
4085,上映地区,45
4159,演员,10399
4534,演员,14584
775,演员,12967
1200,编剧,11855
1262,类型,7
3563,类型,28
796,演员,4627
4327,语言,62
249,导演,14265
2203,演员,5311
32,类型,7
241,演员,18102
3953,语言,45
408,导演,6076
3468,演员,12467
4027,上映时间,65
1959,编剧,21389
1158,演员,20710
4146,演员,1904
2543,演员,656
3340,演员,5789
4295,导演,7396
4562,编剧,9810
2950,类型,22
1618,演员,866
1367,类型,7
332,演员,515
3682,编剧,7681
2212,演员,3813
4527,语言,45
97,演员,5598
2008,导演,16634
3323,编剧,5478
4550,类型,27
306,编剧,389
4250,类型,18
482,演员,11732
4058,语言,45
1667,演员,14101
2069,演员,11163
644,演员,18383
646,导演,11487
3936,语言,45
2311,演员,179
1247,上映地区,40
3733,类型,26
3659,类型,18
2245,语言,35
4441,导演,11078
3240,演员,19151
3467,语言,45
4228,演员,337
2314,演员,9531
1959,演员,12251
3213,演员,8345
219,演员,18029
1932,演员,5788
161,演员,21558
1683,演员,10663
2353,演员,4231
2829,演员,19594
3195,语言,144
3668,演员,12447
3867,上映时间,90
3011,类型,8
2272,演员,7902
1167,演员,10702
2307,类型,18
859,语言,86
2222,演员,20075
2115,语言,45
3672,演员,12970
4041,语言,45
4233,类型,18
27,演员,8566
2104,演员,6073
4431,演员,11598
424,语言,35
1488,编剧,10118
3199,上映地区,40
479,演员,5907
1973,导演,9026
1230,上映地区,40
3491,上映地区,59
3716,类型,26
1913,演员,11947
2228,语言,35
2820,类型,22
3637,导演,6366
1225,演员,9021
1999,编剧,4957
2313,导演,17203
2412,类型,18
662,语言,164
1337,编剧,12052
3655,演员,3171
1929,类型,2
3287,编剧,19716
4521,上映地区,28
4106,上映时间,55
6,编剧,12407
3824,演员,5791
1748,演员,4373
701,演员,22713
1394,演员,9598
2479,演员,9309
2795,演员,15272
483,语言,135
3474,演员,22298
1959,上映时间,76
434,演员,12625
4183,演员,12131
3399,演员,20360
3222,上映地区,42
4237,演员,6544
1,演员,14386
1009,上映地区,45
2377,演员,4880
3167,演员,6701
591,类型,18
1641,演员,18402
722,演员,21728
1116,上映时间,59
137,演员,12180
1537,上映时间,67
2086,演员,2434
2107,语言,45
2957,演员,11547
2162,演员,12333
2395,类型,18
6,编剧,10313
2830,演员,383
877,语言,45
3317,类型,19
1440,编剧,2555
4479,演员,11539
220,演员,4453
2027,演员,7595
25,演员,6185
626,上映地区,7
2101,演员,1187
1361,上映地区,40
616,演员,7680
1586,类型,7
2349,演员,10258
2357,编剧,11579
624,演员,4990
2956,演员,7908
1653,上映地区,59
2508,类型,8
1744,编剧,12886
2526,语言,89
719,演员,18361
1956,上映时间,92
3381,演员,7275
4181,演员,6337
874,类型,27
4435,演员,11316
992,上映地区,45
979,上映地区,33
242,演员,4074
574,类型,18
1678,类型,22
2500,类型,18
3470,导演,3961
627,演员,17961
3626,演员,2816
876,演员,14806
1991,类型,16
860,语言,45
1669,演员,18635
2694,编剧,10716
2890,演员,308
3300,类型,19
4295,演员,4489
4488,演员,17396
2510,编剧,3687
2767,演员,6663
3302,编剧,17843
1618,演员,2639
1859,编剧,2021
1721,上映时间,81
79,演员,16792
3049,演员,15504
2022,演员,11491
674,演员,169
4260,语言,45
522,演员,14318
857,类型,27
1261,类型,8
3788,演员,4918
114,语言,89
557,类型,18
2483,类型,18
709,上映时间,92
3865,演员,1663
2602,演员,17805
4520,演员,11578
296,演员,10356
3901,导演,10177
2126,上映时间,90
409,语言,82
1429,导演,8161
1674,类型,7
1041,演员,18135
253,演员,19233
1592,演员,17908
3333,演员,1402
3945,演员,12486
735,语言,50
909,编剧,3611
630,上映时间,68
43,演员,4256
592,上映地区,7
770,类型,13
1814,演员,16779
219,语言,89
2907,导演,3459
3100,演员,134
2110,演员,7169
3768,导演,8914
2424,上映地区,58
97,语言,89
2466,类型,18
597,演员,2269
948,语言,45
1220,演员,20042
2063,导演,18687
355,演员,4040
2506,导演,3216
2544,上映时间,84
3969,演员,18026
3884,导演,10177
1616,演员,21579
2142,演员,11183
826,语言,45
1086,演员,19882
1737,导演,3961
2952,演员,21054
2964,演员,19315
727,类型,16
2597,语言,89
671,语言,89
1898,演员,4181
549,类型,18
3224,编剧,4438
2956,演员,5009
357,语言,45
2282,编剧,13158
1101,演员,11291
2856,演员,16523
3628,导演,13959
541,类型,28
3770,演员,2218
2407,上映地区,58
3153,类型,8
1042,演员,22868
1123,类型,18
2382,演员,12714
332,演员,8838
616,编剧,21974
2601,上映时间,92
347,编剧,12383
3398,导演,20380
83,导演,18393
2108,编剧,13905
5,编剧,4125
3209,演员,21622
3328,上映地区,28
257,编剧,4495
2935,演员,21054
1402,编剧,17795
1503,演员,20990
2745,类型,15
900,导演,9884
1213,演员,3299
710,演员,9964
801,演员,2772
1893,上映时间,90
809,演员,6145
3591,编剧,18237
1233,演员,13012
232,演员,2043
1712,演员,2321
1628,演员,1100
4532,语言,59
332,导演,15396
1235,演员,10239
692,演员,19352
2555,演员,4365
4570,导演,2714
2930,演员,17595
2965,导演,13452
2903,演员,5880
136,编剧,5259
3541,演员,920
1106,演员,18267
2495,上映地区,58
722,演员,15930
3298,演员,12991
3922,演员,21582
3961,演员,5338
1543,导演,22073
1511,编剧,6072
3537,演员,1100
4115,语言,45
203,编剧,1377
1089,类型,18
3016,类型,22
4357,演员,13459
2719,演员,3526
237,上映时间,93
187,演员,20223
1863,类型,22
3044,编剧,11063
3163,演员,10882
121,演员,3605
3493,上映时间,71
294,演员,15434
3904,演员,20965
3233,类型,2
632,演员,21224
3049,演员,5384
2496,演员,4399
3721,演员,12098
1849,编剧,22600
3861,导演,6441
2507,导演,2391
3337,上映时间,84
1331,演员,13463
342,上映时间,93
738,导演,20919
2725,演员,9409
4098,语言,45
3698,编剧,11889
1565,上映地区,57
1093,演员,15757
2407,语言,35
4286,演员,15270
561,上映地区,58
220,上映时间,93
1921,演员,375
3743,上映地区,17
4530,演员,5498
2798,演员,5778
2004,演员,13586
3000,语言,124
3450,上映时间,74
2245,演员,2541
1808,演员,16785
3608,语言,100
2029,演员,3753
754,编剧,3923
3752,演员,5674
2670,演员,7570
255,类型,17
446,演员,16334
990,演员,8823
1077,类型,13
2168,类型,5
1527,导演,22484
4043,编剧,10262
309,演员,12093
216,演员,6540
609,演员,9658
3153,演员,5717
4203,语言,45
4283,演员,7196
4244,演员,17024
384,导演,991
977,演员,22020
325,上映时间,93
3300,演员,11689
140,演员,9658
3733,演员,1068
1894,演员,3896
4241,演员,22742
1732,编剧,8803
2930,导演,4689
2390,语言,35
1103,编剧,15298
1533,上映时间,60
3321,类型,2
3778,演员,9437
1066,上映地区,45
3610,演员,19474
3888,演员,15313
3756,类型,26
853,演员,20572
1179,演员,774
2298,演员,8570
3288,导演,20013
3156,类型,8
2860,语言,45
1213,导演,16757
1722,语言,92
4186,语言,45
889,编剧,6917
4254,编剧,12946
3087,类型,22
2869,演员,4489
2609,上映地区,7
3811,导演,8949
4030,类型,17
2990,编剧,13751
1322,编剧,22489
631,演员,769
2857,导演,12436
1111,演员,87
2373,语言,35
2937,演员,7054
3393,演员,9671
457,演员,16971
1950,演员,11952
2975,上映地区,45
2261,演员,756
235,导演,334
1450,语言,158
3323,语言,144
1704,上映时间,89
4143,类型,7
3206,演员,1944
69,演员,22011
763,演员,5338
3313,演员,14683
2766,演员,2837
3139,类型,8
3974,类型,16
563,演员,20257
3449,上映地区,40
2881,演员,656
754,编剧,12917
3804,演员,13550
210,演员,18316
98,语言,158
2040,类型,26
3910,演员,15295
1262,上映地区,40
2592,上映地区,7
623,编剧,4212
332,演员,19255
3552,类型,7
810,演员,3986
1154,上映地区,45
4013,类型,17
3164,演员,8394
1687,演员,9389
2322,类型,7
904,演员,2020
2470,上映地区,7
407,编剧,18229
2942,编剧,7303
2958,上映地区,45
525,编剧,5813
2540,类型,18
1022,语言,45
549,上映地区,29
3875,语言,92
3957,类型,16
2249,导演,10537
3905,演员,12246
613,演员,19761
1055,导演,9471
1096,演员,529
1444,类型,10
1606,上映地区,45
2653,类型,8
3261,编剧,6235
799,语言,164
2575,上映地区,7
431,语言,45
2753,类型,13
4422,语言,45
341,编剧,12319
1137,上映地区,45
657,演员,7101
1728,语言,124
2701,编剧,17008
1063,演员,1159
3411,语言,144
480,演员,6800
4329,演员,8755
152,演员,13129
2101,演员,20732
2142,编剧,4649
4428,演员,5289
3679,上映时间,91
4092,演员,13554
2941,上映地区,45
3227,类型,8
4353,编剧,14923
3450,演员,19283
3815,演员,3045
3884,演员,12076
28,演员,16979
2026,编剧,12225
3856,演员,3108
3983,演员,21089
2064,演员,2308
536,语言,45
